# t  H1 H2 ... H66  H_avg
0.000000000000000000e+00 -6.149453400000000070e-01 2.823439999999999839e-01 3.079573800000000028e-01 2.091486800000000035e-01 2.446522700000000050e-01 2.046881700000000026e-01 3.641550399999999854e-01 2.043599899999999914e-01 1.920252899999999874e-01 3.633909399999999956e-01 2.508101099999999750e-01 4.286832400000000209e-01 2.398174200000000034e-01 3.750800200000000140e-01 1.540631600000000045e-01 2.874997400000000036e-01 4.753411000000000164e-01 3.396365900000000160e-01 3.897281400000000007e-01 4.411461600000000094e-01 6.810345500000000163e-01 5.506260699999999675e-01 -3.594876200000000077e-01 2.679589199999999893e-01 5.856582500000000469e-01 3.451639699999999866e-01 5.108953899999999493e-01 2.795252500000000029e-01 4.540700400000000081e-01 7.984378600000000548e-01 9.089259499999999825e-01 2.915799600000000269e-01 6.347239199999999970e-01 3.240294699999999861e-01 2.825904200000000088e-01 1.596473300000000040e-01 3.712686499999999779e-01 2.224520799999999965e-01 1.979707900000000076e-01 3.002559599999999884e-01 2.067293600000000009e-01 2.633992199999999895e-01 2.375316600000000056e-01 2.052168799999999904e-01 2.721278200000000203e-01 3.193143600000000193e-01 3.165511899999999823e-01 3.599317400000000000e-01 2.337899300000000069e-01 2.695780999999999872e-01 4.463722299999999810e-01 9.232432299999999703e-01 6.330558299999999861e-01 2.357215300000000124e-01 2.508468899999999890e-01 2.900043999999999955e-01 -3.667919999999999861e-03 2.413148200000000132e-01 2.696295400000000009e-01 1.774333999999999911e-01 2.085338499999999928e-01 3.019303700000000035e-01 1.975992299999999868e-01 2.860211799999999860e-01 7.417622699999999458e-01 7.247091100000000452e-01 3.265998413636362896e-01
3.000000000000000000e+00 -6.112788700000000297e-01 2.802545100000000122e-01 3.095823999999999798e-01 2.063406999999999880e-01 2.451436100000000118e-01 2.068605699999999936e-01 3.617374400000000212e-01 2.079972499999999946e-01 1.992739400000000105e-01 3.538802899999999863e-01 2.539646300000000245e-01 4.316151599999999977e-01 2.393493700000000057e-01 3.758127600000000235e-01 1.532698799999999972e-01 2.867196300000000031e-01 4.899479600000000157e-01 3.392828299999999797e-01 3.952897200000000111e-01 4.139501099999999822e-01 6.809163599999999983e-01 5.597380400000000478e-01 -4.492120900000000083e-01 2.702902600000000044e-01 5.838616599999999490e-01 3.463835499999999845e-01 4.995884899999999962e-01 2.817786299999999744e-01 4.566746400000000206e-01 8.037069300000000416e-01 8.876258000000000203e-01 2.905968199999999779e-01 6.299311499999999953e-01 3.197674099999999742e-01 2.809471000000000052e-01 1.917317400000000116e-01 3.719028300000000176e-01 2.219908999999999910e-01 1.916935300000000009e-01 3.012626999999999944e-01 2.074786799999999987e-01 2.635927299999999973e-01 2.383339600000000114e-01 2.073794399999999982e-01 2.734555399999999969e-01 3.160277899999999751e-01 3.166254499999999750e-01 3.565740299999999863e-01 2.308509499999999992e-01 2.672204200000000140e-01 4.743014600000000081e-01 9.378277400000000208e-01 6.236668699999999843e-01 2.331345499999999960e-01 2.494735299999999989e-01 2.970107799999999743e-01 -7.544621999999999440e-02 2.517842599999999820e-01 2.762989299999999981e-01 1.797676199999999891e-01 2.097098099999999965e-01 3.209799700000000033e-01 1.975029899999999894e-01 2.869345300000000210e-01 7.405225800000000413e-01 7.033959100000000131e-01 3.249177975757576164e-01
6.000000000000000000e+00 -6.103251499999999830e-01 2.841813899999999782e-01 3.100413699999999828e-01 2.041853899999999944e-01 2.454677899999999913e-01 2.059846999999999928e-01 3.612953999999999888e-01 2.120935499999999918e-01 2.062756199999999929e-01 3.423759499999999845e-01 2.532968600000000126e-01 4.363962800000000253e-01 2.400218399999999863e-01 3.802473299999999945e-01 1.560975400000000068e-01 2.818749199999999733e-01 5.133106200000000507e-01 3.420228100000000104e-01 4.019240499999999772e-01 3.873173400000000099e-01 6.772454999999999448e-01 5.645447399999999893e-01 -4.847005899999999867e-01 2.706670500000000201e-01 5.802648599999999934e-01 3.453731099999999832e-01 4.851835999999999927e-01 2.814474299999999984e-01 4.682257799999999803e-01 7.894854100000000541e-01 8.857617199999999746e-01 2.888248500000000218e-01 6.139041600000000320e-01 3.163968300000000178e-01 2.790787100000000076e-01 2.298793899999999890e-01 3.705773600000000223e-01 2.211688300000000107e-01 1.830287600000000126e-01 3.063332599999999961e-01 2.066697600000000079e-01 2.624867699999999804e-01 2.375372199999999934e-01 2.107344999999999913e-01 2.739595799999999803e-01 3.111364600000000036e-01 3.149198799999999854e-01 3.559306099999999806e-01 2.271738000000000091e-01 2.649918199999999890e-01 5.007943299999999542e-01 9.503998399999999958e-01 6.145607600000000392e-01 2.300138399999999972e-01 2.494220799999999905e-01 3.045779000000000125e-01 -1.273681999999999870e-01 2.638376700000000241e-01 2.831378700000000137e-01 1.831154700000000024e-01 2.122200999999999949e-01 3.386842600000000147e-01 1.952544099999999894e-01 2.904129799999999872e-01 7.077048299999999514e-01 6.943619800000000453e-01 3.239916193939393896e-01
9.000000000000000000e+00 -6.118267400000000356e-01 2.888583900000000204e-01 3.108268800000000276e-01 2.039188700000000021e-01 2.463097999999999954e-01 2.035765300000000055e-01 3.630058800000000030e-01 2.147265800000000002e-01 2.116703400000000124e-01 3.321511999999999798e-01 2.511641199999999907e-01 4.423552099999999987e-01 2.406550500000000092e-01 3.896716199999999963e-01 1.626173700000000111e-01 2.740512199999999843e-01 5.421993899999999478e-01 3.471212599999999870e-01 4.077393100000000215e-01 3.601989999999999914e-01 6.704911199999999960e-01 5.669943600000000306e-01 -4.544621099999999747e-01 2.692643299999999962e-01 5.808530499999999819e-01 3.435325100000000131e-01 4.722549100000000277e-01 2.798486700000000216e-01 4.847765800000000125e-01 7.629307199999999511e-01 8.988081999999999461e-01 2.875422599999999940e-01 5.950894799999999485e-01 3.155486599999999808e-01 2.782233800000000201e-01 2.623811600000000022e-01 3.702031900000000153e-01 2.209366399999999897e-01 1.760119300000000109e-01 3.152280199999999977e-01 2.052250200000000080e-01 2.612432499999999824e-01 2.366889799999999933e-01 2.148063100000000003e-01 2.750800600000000151e-01 3.070276499999999853e-01 3.130302600000000046e-01 3.580573499999999965e-01 2.247099899999999983e-01 2.642354599999999776e-01 5.173188100000000178e-01 9.567906499999999648e-01 6.088792200000000543e-01 2.274078099999999880e-01 2.510836100000000126e-01 3.117958100000000066e-01 -1.442345200000000049e-01 2.761332599999999915e-01 2.898041900000000171e-01 1.853609099999999899e-01 2.172233000000000080e-01 3.505871999999999877e-01 1.927703699999999964e-01 2.957994999999999930e-01 6.541257900000000403e-01 7.009351099999999724e-01 3.246868740909090723e-01
1.200000000000000000e+01 -6.142345999999999639e-01 2.973276100000000199e-01 3.136197399999999802e-01 2.068683799999999906e-01 2.487239499999999992e-01 2.025284199999999868e-01 3.669547599999999909e-01 2.149222000000000077e-01 2.154816400000000021e-01 3.270322900000000033e-01 2.511094600000000066e-01 4.430666400000000116e-01 2.456251799999999985e-01 4.024059600000000070e-01 1.711943200000000109e-01 2.663302300000000011e-01 5.686890599999999685e-01 3.539072899999999855e-01 4.113352200000000014e-01 3.315228499999999801e-01 6.631388900000000364e-01 5.687805999999999695e-01 -3.745521600000000229e-01 2.674466300000000185e-01 5.884187600000000407e-01 3.436898600000000137e-01 4.660193799999999831e-01 2.785994299999999813e-01 5.039350500000000510e-01 7.362011699999999603e-01 9.174714899999999451e-01 2.888633700000000082e-01 5.829419500000000420e-01 3.187708899999999734e-01 2.796608500000000164e-01 2.815332400000000179e-01 3.733895099999999800e-01 2.224037100000000045e-01 1.742923899999999915e-01 3.265775300000000048e-01 2.046339799999999931e-01 2.615228800000000131e-01 2.377217199999999975e-01 2.192529000000000006e-01 2.785679300000000191e-01 3.063139400000000068e-01 3.127050499999999844e-01 3.626462899999999823e-01 2.257166999999999923e-01 2.662399599999999977e-01 5.197250199999999820e-01 9.587432900000000258e-01 6.078553500000000165e-01 2.267825099999999927e-01 2.546751999999999905e-01 3.174423699999999737e-01 -1.271355899999999928e-01 2.883782699999999921e-01 2.966832999999999831e-01 1.851711900000000133e-01 2.253629099999999996e-01 3.544141000000000097e-01 1.929442899999999905e-01 3.022375199999999817e-01 6.011745899999999532e-01 7.211191500000000421e-01 3.277710296969696402e-01
1.500000000000000000e+01 -6.179241199999999656e-01 3.058460299999999910e-01 3.166736099999999943e-01 2.106811100000000048e-01 2.507584500000000216e-01 2.032606399999999924e-01 3.699753199999999964e-01 2.100897999999999932e-01 2.156697200000000092e-01 3.270375600000000049e-01 2.535594700000000090e-01 4.408401699999999757e-01 2.507157199999999753e-01 4.107179200000000141e-01 1.769807700000000095e-01 2.591360899999999856e-01 5.812526999999999555e-01 3.586213300000000159e-01 4.098848700000000123e-01 3.025015699999999974e-01 6.574851499999999627e-01 5.687416699999999770e-01 -2.831068400000000262e-01 2.643255199999999805e-01 6.022104900000000427e-01 3.453593899999999883e-01 4.664959499999999926e-01 2.765532499999999727e-01 5.187992399999999948e-01 7.199749699999999919e-01 9.285111600000000021e-01 2.918596800000000102e-01 5.812654600000000116e-01 3.240877699999999972e-01 2.815328400000000064e-01 2.827385199999999932e-01 3.787710899999999770e-01 2.234811899999999962e-01 1.770918099999999884e-01 3.336035500000000265e-01 2.038280100000000039e-01 2.621589999999999754e-01 2.395589999999999942e-01 2.211033299999999868e-01 2.830733699999999908e-01 3.079267700000000163e-01 3.120609100000000247e-01 3.658751700000000273e-01 2.287492799999999993e-01 2.690417800000000081e-01 5.081185700000000471e-01 9.486208499999999599e-01 6.132507999999999848e-01 2.265350100000000089e-01 2.573300000000000032e-01 3.180569999999999786e-01 -9.630358999999999448e-02 2.978558700000000226e-01 3.018004599999999926e-01 1.804094800000000109e-01 2.334166900000000100e-01 3.495342900000000252e-01 1.950061800000000012e-01 3.064090999999999898e-01 5.684684800000000537e-01 7.461839000000000111e-01 3.306686409090909273e-01
1.800000000000000000e+01 -6.233304400000000411e-01 3.103259400000000223e-01 3.178327400000000025e-01 2.119055999999999995e-01 2.504515700000000122e-01 2.043582499999999913e-01 3.719193100000000030e-01 1.988832600000000062e-01 2.098880700000000099e-01 3.298345599999999989e-01 2.572126100000000082e-01 4.356649699999999847e-01 2.525836300000000034e-01 4.076267199999999979e-01 1.762134300000000042e-01 2.520758399999999955e-01 5.726776000000000089e-01 3.579949900000000129e-01 4.025665299999999780e-01 2.769528099999999937e-01 6.554847000000000312e-01 5.661923899999999898e-01 -2.177429600000000132e-01 2.592611100000000168e-01 6.178911099999999657e-01 3.461486400000000074e-01 4.684804100000000138e-01 2.724262900000000154e-01 5.236574000000000506e-01 7.193478300000000214e-01 9.221253499999999548e-01 2.939695500000000239e-01 5.907046799999999820e-01 3.283933600000000230e-01 2.811131299999999889e-01 2.669085800000000064e-01 3.832912199999999880e-01 2.217306599999999961e-01 1.816602099999999886e-01 3.300531299999999724e-01 2.015280200000000022e-01 2.612545299999999848e-01 2.401235300000000017e-01 2.179615299999999867e-01 2.864291299999999763e-01 3.096899000000000179e-01 3.085688400000000109e-01 3.639348399999999817e-01 2.311476500000000101e-01 2.698508499999999755e-01 4.881271200000000254e-01 9.313876199999999717e-01 6.215672800000000553e-01 2.247969599999999901e-01 2.557926699999999998e-01 3.122752699999999937e-01 -7.865621999999999892e-02 3.021867400000000092e-01 3.032921700000000276e-01 1.706532799999999905e-01 2.371804600000000096e-01 3.381904299999999863e-01 1.974439699999999964e-01 3.057087199999999894e-01 5.657764899999999653e-01 7.656160899999999714e-01 3.305539795454545682e-01
2.100000000000000000e+01 -6.261655799999999994e-01 3.105661299999999958e-01 3.187481600000000026e-01 2.114039900000000138e-01 2.499965199999999999e-01 2.069387500000000046e-01 3.692790300000000081e-01 1.861067399999999927e-01 2.009477299999999911e-01 3.372301100000000273e-01 2.635246600000000217e-01 4.308268000000000097e-01 2.528356999999999966e-01 3.952918000000000265e-01 1.711469100000000132e-01 2.479063499999999975e-01 5.469372200000000017e-01 3.539595400000000169e-01 3.942775000000000030e-01 2.593561699999999970e-01 6.603789599999999593e-01 5.648653599999999830e-01 -1.969975800000000055e-01 2.554313599999999962e-01 6.322961999999999749e-01 3.467678299999999991e-01 4.680260700000000162e-01 2.688955100000000042e-01 5.192151000000000405e-01 7.341291599999999473e-01 8.998120099999999955e-01 2.959439200000000270e-01 6.120082500000000314e-01 3.321362199999999820e-01 2.802637499999999782e-01 2.446180199999999916e-01 3.875792699999999757e-01 2.187221400000000093e-01 1.882586400000000049e-01 3.177775199999999800e-01 2.004563600000000001e-01 2.605872399999999978e-01 2.408030600000000132e-01 2.126845599999999947e-01 2.901760299999999737e-01 3.126954299999999964e-01 3.041527600000000220e-01 3.580017799999999917e-01 2.334624700000000053e-01 2.700011099999999886e-01 4.713934900000000261e-01 9.140535300000000030e-01 6.324306899999999620e-01 2.234703100000000053e-01 2.520743899999999815e-01 3.047246800000000255e-01 -9.099978000000000233e-02 3.035620299999999827e-01 3.035885700000000020e-01 1.610767800000000027e-01 2.372056700000000073e-01 3.272713700000000059e-01 2.017899900000000024e-01 3.023075800000000202e-01 5.952564900000000270e-01 7.755877799999999489e-01 3.289250956060606468e-01
2.400000000000000000e+01 -6.267727199999999499e-01 3.099016700000000180e-01 3.199494999999999978e-01 2.100582699999999914e-01 2.506396799999999758e-01 2.101675299999999913e-01 3.654994200000000193e-01 1.766994400000000132e-01 1.918941999999999870e-01 3.427042299999999986e-01 2.720405300000000026e-01 4.297047099999999897e-01 2.530042900000000206e-01 3.794210000000000083e-01 1.644497299999999884e-01 2.472883200000000059e-01 5.126884400000000230e-01 3.489523800000000064e-01 3.886669200000000268e-01 2.480332799999999949e-01 6.703687600000000080e-01 5.656528400000000456e-01 -2.251233599999999946e-01 2.542485500000000176e-01 6.403620199999999762e-01 3.469465299999999752e-01 4.611197400000000002e-01 2.675665799999999983e-01 5.080412399999999495e-01 7.544639300000000048e-01 8.696675999999999851e-01 2.972645300000000268e-01 6.428417300000000001e-01 3.343659600000000176e-01 2.800038999999999723e-01 2.284347300000000025e-01 3.916530500000000026e-01 2.155138000000000054e-01 1.955679600000000129e-01 3.027176400000000100e-01 2.020453000000000110e-01 2.609202999999999939e-01 2.419578300000000126e-01 2.080506699999999931e-01 2.948957899999999910e-01 3.165038399999999807e-01 3.003928100000000101e-01 3.497160899999999795e-01 2.355494900000000003e-01 2.702912499999999829e-01 4.666463800000000273e-01 9.011890700000000365e-01 6.452406600000000214e-01 2.233558499999999947e-01 2.478424499999999919e-01 2.985621500000000261e-01 -1.392669500000000005e-01 3.039853599999999823e-01 3.041521200000000258e-01 1.558248200000000028e-01 2.344060900000000114e-01 3.215142400000000067e-01 2.082761200000000090e-01 2.982409899999999836e-01 6.471177700000000366e-01 7.753965900000000522e-01 3.268102368181818318e-01
2.700000000000000000e+01 -6.239508599999999960e-01 3.085679000000000061e-01 3.209047500000000164e-01 2.092119500000000076e-01 2.526409199999999911e-01 2.131573099999999887e-01 3.598342400000000274e-01 1.742976300000000089e-01 1.858896899999999963e-01 3.463197800000000215e-01 2.811277999999999833e-01 4.318169800000000169e-01 2.539165500000000186e-01 3.646772200000000241e-01 1.581410600000000000e-01 2.492728600000000128e-01 4.797468300000000130e-01 3.449110400000000021e-01 3.874534600000000273e-01 2.407771300000000059e-01 6.805189799999999956e-01 5.662321799999999739e-01 -2.955464999999999898e-01 2.556978400000000096e-01 6.392284099999999691e-01 3.466458099999999987e-01 4.456765500000000046e-01 2.684911700000000012e-01 4.939903400000000278e-01 7.667230900000000515e-01 8.430073300000000547e-01 2.972675000000000178e-01 6.774915900000000324e-01 3.338403099999999735e-01 2.806894200000000228e-01 2.283116299999999876e-01 3.952299599999999913e-01 2.127651100000000073e-01 2.008733299999999888e-01 2.910266799999999821e-01 2.062190799999999991e-01 2.619424699999999828e-01 2.429154000000000035e-01 2.059470599999999874e-01 3.004267099999999857e-01 3.198121199999999775e-01 2.980999599999999972e-01 3.413455799999999818e-01 2.371041799999999977e-01 2.709528399999999726e-01 4.783970900000000248e-01 8.944048999999999472e-01 6.547852499999999853e-01 2.243576200000000076e-01 2.443287299999999940e-01 2.939426299999999825e-01 -2.127188299999999976e-01 3.052467999999999848e-01 3.054405700000000223e-01 1.566895199999999988e-01 2.304515900000000117e-01 3.223450299999999769e-01 2.156971500000000042e-01 2.951703299999999808e-01 7.021701900000000274e-01 7.672839000000000187e-01 3.246914066666666265e-01
