# Energy(eV)  Abs(norm)
1.78122936 -0.00367335
1.78352772 -0.00227013
1.78582608 -0.00366982
1.78812444 -0.00226626
1.79042280 -0.00366629
1.79272116 -0.00226498
1.79501952 -0.00366564
1.79731788 -0.00226512
1.79961624 -0.00366504
1.80191460 -0.00226421
1.80421296 -0.00366131
1.80651132 -0.00225920
1.80880968 -0.00365365
1.81110804 -0.00224994
1.81340640 -0.00364432
1.81570476 -0.00224128
1.81800312 -0.00363768
1.82030148 -0.00223655
1.82259985 -0.00363407
1.82489821 -0.00223491
1.82719657 -0.00363249
1.82949493 -0.00223259
1.83179329 -0.00362903
1.83409165 -0.00222722
1.83639001 -0.00362270
1.83868837 -0.00222151
1.84098673 -0.00361589
1.84328509 -0.00221749
1.84558345 -0.00361225
1.84788181 -0.00221516
1.85018017 -0.00361107
1.85247853 -0.00221504
1.85477689 -0.00360955
1.85707525 -0.00221379
1.85937361 -0.00360738
1.86167197 -0.00221049
1.86397033 -0.00360403
1.86626869 -0.00220608
1.86856705 -0.00359963
1.87086542 -0.00220204
1.87316378 -0.00359468
1.87546214 -0.00219850
1.87776050 -0.00359109
1.88005886 -0.00219628
1.88235722 -0.00358927
1.88465558 -0.00219501
1.88695394 -0.00358898
1.88925230 -0.00219474
1.89155066 -0.00358840
1.89384902 -0.00219360
1.89614738 -0.00358705
1.89844574 -0.00219100
1.90074410 -0.00358419
1.90304246 -0.00218840
1.90534082 -0.00358065
1.90763918 -0.00218565
1.90993754 -0.00357785
1.91223590 -0.00218340
1.91453426 -0.00357443
1.91683262 -0.00218063
1.91913098 -0.00357111
1.92142935 -0.00217682
1.92372771 -0.00356694
1.92602607 -0.00217268
1.92832443 -0.00356337
1.93062279 -0.00216893
1.93292115 -0.00356000
1.93521951 -0.00216631
1.93751787 -0.00355719
1.93981623 -0.00216385
1.94211459 -0.00355378
1.94441295 -0.00216075
1.94671131 -0.00354925
1.94900967 -0.00215626
1.95130803 -0.00354446
1.95360639 -0.00215178
1.95590475 -0.00353984
1.95820311 -0.00214859
1.96050147 -0.00353708
1.96279983 -0.00214631
1.96509819 -0.00353498
1.96739655 -0.00214466
1.96969491 -0.00353299
1.97199328 -0.00214269
1.97429164 -0.00353104
1.97659000 -0.00214095
1.97888836 -0.00352873
1.98118672 -0.00213927
1.98348508 -0.00352714
1.98578344 -0.00213746
1.98808180 -0.00352444
1.99038016 -0.00213580
1.99267852 -0.00352158
1.99497688 -0.00213340
1.99727524 -0.00351852
1.99957360 -0.00213052
2.00187196 -0.00351510
2.00417032 -0.00212739
2.00646868 -0.00351149
2.00876704 -0.00212379
2.01106540 -0.00350732
2.01336376 -0.00211979
2.01566212 -0.00350312
2.01796048 -0.00211591
2.02025884 -0.00349897
2.02255721 -0.00211326
2.02485557 -0.00349616
2.02715393 -0.00211219
2.02945229 -0.00349474
2.03175065 -0.00211130
2.03404901 -0.00349275
2.03634737 -0.00210941
2.03864573 -0.00348881
2.04094409 -0.00210569
2.04324245 -0.00348405
2.04554081 -0.00210180
2.04783917 -0.00348045
2.05013753 -0.00209941
2.05243589 -0.00347843
2.05473425 -0.00209830
2.05703261 -0.00347715
2.05933097 -0.00209746
2.06162933 -0.00347547
2.06392769 -0.00209568
2.06622605 -0.00347295
2.06852441 -0.00209311
2.07082278 -0.00346939
2.07312114 -0.00208934
2.07541950 -0.00346464
2.07771786 -0.00208531
2.08001622 -0.00346043
2.08231458 -0.00208246
2.08461294 -0.00345790
2.08691130 -0.00208151
2.08920966 -0.00345734
2.09150802 -0.00208166
2.09380638 -0.00345658
2.09610474 -0.00208039
2.09840310 -0.00345448
2.10070146 -0.00207734
2.10299982 -0.00345118
2.10529818 -0.00207378
2.10759654 -0.00344752
2.10989490 -0.00207135
2.11219326 -0.00344506
2.11449162 -0.00206960
2.11678998 -0.00344333
2.11908834 -0.00206849
2.12138671 -0.00344180
2.12368507 -0.00206711
2.12598343 -0.00343997
2.12828179 -0.00206571
2.13058015 -0.00343781
2.13287851 -0.00206345
2.13517687 -0.00343542
2.13747523 -0.00206074
2.13977359 -0.00343207
2.14207195 -0.00205780
2.14437031 -0.00342833
2.14666867 -0.00205471
2.14896703 -0.00342484
2.15126539 -0.00205195
2.15356375 -0.00342154
2.15586211 -0.00204907
2.15816047 -0.00341850
2.16045883 -0.00204660
2.16275719 -0.00341556
2.16505555 -0.00204450
2.16735391 -0.00341356
2.16965227 -0.00204334
2.17195064 -0.00341304
2.17424900 -0.00204300
2.17654736 -0.00341230
2.17884572 -0.00204286
2.18114408 -0.00341128
2.18344244 -0.00204193
2.18574080 -0.00340939
2.18803916 -0.00204017
2.19033752 -0.00340757
2.19263588 -0.00203897
2.19493424 -0.00340550
2.19723260 -0.00203748
2.19953096 -0.00340310
2.20182932 -0.00203535
2.20412768 -0.00340023
2.20642604 -0.00203162
2.20872440 -0.00339590
2.21102276 -0.00202769
2.21332112 -0.00339168
2.21561948 -0.00202350
2.21791784 -0.00338778
2.22021621 -0.00202036
2.22251457 -0.00338537
2.22481293 -0.00201868
2.22711129 -0.00338447
2.22940965 -0.00201898
2.23170801 -0.00338456
2.23400637 -0.00201992
2.23630473 -0.00338429
2.23860309 -0.00201925
2.24090145 -0.00338223
2.24319981 -0.00201644
2.24549817 -0.00337830
2.24779653 -0.00201257
2.25009489 -0.00337419
2.25239325 -0.00200955
2.25469161 -0.00337122
2.25698997 -0.00200767
2.25928833 -0.00336980
2.26158669 -0.00200632
2.26388505 -0.00336863
2.26618341 -0.00200501
2.26848177 -0.00336688
2.27078014 -0.00200366
2.27307850 -0.00336541
2.27537686 -0.00200252
2.27767522 -0.00336415
2.27997358 -0.00200172
2.28227194 -0.00336239
2.28457030 -0.00200004
2.28686866 -0.00335942
2.28916702 -0.00199668
2.29146538 -0.00335522
2.29376374 -0.00199280
2.29606210 -0.00335137
2.29836046 -0.00198917
2.30065882 -0.00334814
2.30295718 -0.00198669
2.30525554 -0.00334583
2.30755390 -0.00198485
2.30985226 -0.00334368
2.31215062 -0.00198332
2.31444898 -0.00334190
