# Energy(eV)  Abs(norm)
0.48103760 0.54428402
0.48260449 0.40033998
0.48417139 0.29635242
0.48573829 0.20699158
0.48730519 0.15584347
0.48887209 0.10793237
0.49043898 0.08858086
0.49200588 0.05976293
0.49357278 0.05398517
0.49513968 0.03109317
0.49670657 0.03397459
0.49827347 0.01590609
0.49984037 0.02230814
0.50140727 0.00602203
0.50297416 0.01364848
0.50454106 -0.00191310
0.50610796 0.00479195
0.50767486 -0.00848830
0.50924176 -0.00087226
0.51080865 -0.01338600
0.51237555 -0.00475685
0.51394245 -0.01567738
0.51550935 -0.00667845
0.51707624 -0.01650174
0.51864314 -0.00683279
0.52021004 -0.01600735
0.52177694 -0.00651105
0.52334383 -0.01621338
0.52491073 -0.00776576
0.52647763 -0.01773113
0.52804453 -0.00934475
0.52961143 -0.01883019
0.53117832 -0.00980074
0.53274522 -0.01814290
0.53431212 -0.00920100
0.53587902 -0.01719762
0.53744591 -0.00860240
0.53901281 -0.01714456
0.54057971 -0.00907622
0.54214661 -0.01774020
0.54371351 -0.01033067
0.54528040 -0.01826673
0.54684730 -0.01059226
0.54841420 -0.01798198
0.54998110 -0.00974171
0.55154799 -0.01691632
0.55311489 -0.00913069
0.55468179 -0.01648563
0.55624869 -0.00937029
0.55781558 -0.01702493
0.55938248 -0.00980699
0.56094938 -0.01700978
0.56251628 -0.00988961
0.56408318 -0.01666280
0.56565007 -0.00955740
0.56721697 -0.01635924
0.56878387 -0.00906501
0.57035077 -0.01550508
0.57191766 -0.00810938
0.57348456 -0.01424098
0.57505146 -0.00715462
0.57661836 -0.01352569
0.57818525 -0.00700897
0.57975215 -0.01369359
0.58131905 -0.00743637
0.58288595 -0.01400184
0.58445285 -0.00787058
0.58601974 -0.01430177
0.58758664 -0.00824342
0.58915354 -0.01451460
0.59072044 -0.00851940
0.59228733 -0.01446269
0.59385423 -0.00847036
0.59542113 -0.01408962
0.59698803 -0.00823830
0.59855492 -0.01392567
0.60012182 -0.00821443
0.60168872 -0.01394234
0.60325562 -0.00819621
0.60482252 -0.01370481
0.60638941 -0.00792209
0.60795631 -0.01321948
0.60952321 -0.00751943
0.61109011 -0.01270310
0.61265700 -0.00722115
0.61422390 -0.01231102
0.61579080 -0.00684873
0.61735770 -0.01199561
0.61892460 -0.00659758
0.62049149 -0.01174078
0.62205839 -0.00650443
0.62362529 -0.01171151
0.62519219 -0.00644208
0.62675908 -0.01144646
0.62832598 -0.00625369
0.62989288 -0.01108134
0.63145978 -0.00590480
0.63302667 -0.01076957
0.63459357 -0.00576345
0.63616047 -0.01092430
0.63772737 -0.00590751
0.63929427 -0.01111119
0.64086116 -0.00623485
0.64242806 -0.01133204
0.64399496 -0.00627136
0.64556186 -0.01124512
0.64712875 -0.00627795
0.64869565 -0.01109686
0.65026255 -0.00622360
0.65182945 -0.01103658
0.65339634 -0.00617240
0.65496324 -0.01091547
0.65653014 -0.00585039
0.65809704 -0.01050139
0.65966394 -0.00550930
0.66123083 -0.01000533
0.66279773 -0.00515752
0.66436463 -0.00972348
0.66593153 -0.00500289
0.66749842 -0.00959215
0.66906532 -0.00510578
0.67063222 -0.00969075
0.67219912 -0.00540834
0.67376601 -0.00992004
0.67533291 -0.00550391
0.67689981 -0.00997187
0.67846671 -0.00550520
0.68003361 -0.00981866
0.68160050 -0.00539264
0.68316740 -0.00972063
0.68473430 -0.00543479
0.68630120 -0.00974618
0.68786809 -0.00548312
0.68943499 -0.00979843
0.69100189 -0.00557742
0.69256879 -0.00984796
0.69413569 -0.00557925
0.69570258 -0.00983968
0.69726948 -0.00553940
0.69883638 -0.00974090
0.70040328 -0.00533086
0.70197017 -0.00948226
0.70353707 -0.00509445
0.70510397 -0.00917915
0.70667087 -0.00491799
0.70823776 -0.00907332
0.70980466 -0.00491018
0.71137156 -0.00915159
0.71293846 -0.00505350
0.71450536 -0.00929024
0.71607225 -0.00517470
0.71763915 -0.00935910
0.71920605 -0.00520970
0.72077295 -0.00930923
0.72233984 -0.00514394
0.72390674 -0.00915575
0.72547364 -0.00502350
0.72704054 -0.00898153
0.72860743 -0.00490285
0.73017433 -0.00886348
0.73174123 -0.00484174
0.73330813 -0.00881825
0.73487503 -0.00480410
0.73644192 -0.00879761
0.73800882 -0.00477289
0.73957572 -0.00873772
0.74114262 -0.00475792
0.74270951 -0.00866035
0.74427641 -0.00473472
0.74584331 -0.00857956
0.74741021 -0.00467349
0.74897710 -0.00846621
0.75054400 -0.00458450
0.75211090 -0.00837478
0.75367780 -0.00451159
0.75524470 -0.00834562
0.75681159 -0.00450580
0.75837849 -0.00831864
0.75994539 -0.00449114
0.76151229 -0.00824276
0.76307918 -0.00444567
0.76464608 -0.00813138
0.76621298 -0.00439116
0.76777988 -0.00806542
0.76934678 -0.00435737
0.77091367 -0.00804502
0.77248057 -0.00433708
0.77404747 -0.00801796
0.77561437 -0.00428575
0.77718126 -0.00795205
0.77874816 -0.00418869
0.78031506 -0.00785022
0.78188196 -0.00413049
0.78344885 -0.00779563
0.78501575 -0.00416572
0.78658265 -0.00782162
0.78814955 -0.00418908
0.78971645 -0.00779929
0.79128334 -0.00408184
0.79285024 -0.00764745
0.79441714 -0.00387673
0.79598404 -0.00747629
0.79755093 -0.00374175
0.79911783 -0.00739915
0.80068473 -0.00368739
0.80225163 -0.00732911
0.80381852 -0.00364642
0.80538542 -0.00725623
0.80695232 -0.00359144
0.80851922 -0.00715839
0.81008612 -0.00355421
0.81165301 -0.00706925
0.81321991 -0.00345529
0.81478681 -0.00691150
0.81635371 -0.00335236
0.81792060 -0.00680883
0.81948750 -0.00325965
0.82105440 -0.00671954
0.82262130 -0.00318669
0.82418819 -0.00663912
0.82575509 -0.00312406
0.82732199 -0.00656052
0.82888889 -0.00310060
0.83045579 -0.00651272
0.83202268 -0.00311514
0.83358958 -0.00638091
0.83515648 -0.00312225
0.83672338 -0.00625791
0.83829027 -0.00289684
0.83985717 -0.00591578
0.84142407 -0.00239259
0.84299097 -0.00531573
0.84455787 -0.00177595
0.84612476 -0.00485988
0.84769166 -0.00146300
0.84925856 -0.00472708
0.85082546 -0.00125474
0.85239235 -0.00449285
0.85395925 -0.00099395
0.85552615 -0.00428286
0.85709305 -0.00087556
0.85865994 -0.00444318
0.86022684 -0.00124056
0.86179374 -0.00487794
0.86336064 -0.00159699
0.86492754 -0.00514050
0.86649443 -0.00171270
0.86806133 -0.00501860
0.86962823 -0.00150887
0.87119513 -0.00478732
0.87276202 -0.00114321
0.87432892 -0.00460606
0.87589582 -0.00099488
0.87746272 -0.00477502
0.87902961 -0.00149580
0.88059651 -0.00532955
0.88216341 -0.00211043
0.88373031 -0.00557929
0.88529721 -0.00216234
0.88686410 -0.00503971
0.88843100 -0.00146575
0.88999790 -0.00423343
0.89156480 -0.00080138
0.89313169 -0.00377962
0.89469859 -0.00049637
0.89626549 -0.00369341
0.89783239 -0.00054433
0.89939928 -0.00372371
0.90096618 -0.00088445
0.90253308 -0.00412966
0.90409998 -0.00160333
0.90566688 -0.00480535
0.90723377 -0.00231473
0.90880067 -0.00529958
0.91036757 -0.00254975
0.91193447 -0.00510517
0.91350136 -0.00207617
0.91506826 -0.00460408
0.91663516 -0.00162920
0.91820206 -0.00441776
0.91976896 -0.00169207
0.92133585 -0.00478846
0.92290275 -0.00217452
0.92446965 -0.00520660
0.92603655 -0.00251892
0.92760344 -0.00533474
0.92917034 -0.00250186
0.93073724 -0.00513125
0.93230414 -0.00223230
0.93387103 -0.00489531
0.93543793 -0.00199257
0.93700483 -0.00488413
0.93857173 -0.00202179
0.94013863 -0.00527591
0.94170552 -0.00258456
0.94327242 -0.00586589
0.94483932 -0.00332008
0.94640622 -0.00656114
0.94797311 -0.00374247
0.94954001 -0.00677663
0.95110691 -0.00375507
0.95267381 -0.00659163
0.95424070 -0.00350584
0.95580760 -0.00643385
0.95737450 -0.00331924
0.95894140 -0.00635480
0.96050830 -0.00324224
0.96207519 -0.00627085
0.96364209 -0.00320289
0.96520899 -0.00630228
0.96677589 -0.00317653
0.96834278 -0.00633098
0.96990968 -0.00323509
0.97147658 -0.00630559
0.97304348 -0.00323916
0.97461037 -0.00627530
0.97617727 -0.00317255
0.97774417 -0.00623544
0.97931107 -0.00312778
0.98087797 -0.00622898
0.98244486 -0.00312659
0.98401176 -0.00626954
0.98557866 -0.00315797
0.98714556 -0.00625143
0.98871245 -0.00313326
0.99027935 -0.00615137
0.99184625 -0.00306254
0.99341315 -0.00609051
0.99498005 -0.00301531
0.99654694 -0.00607048
0.99811384 -0.00300651
0.99968074 -0.00605535
1.00124764 -0.00296638
1.00281453 -0.00601763
1.00438143 -0.00292038
1.00594833 -0.00597233
1.00751523 -0.00289571
1.00908212 -0.00593204
1.01064902 -0.00287465
1.01221592 -0.00590015
1.01378282 -0.00284269
1.01534972 -0.00587673
1.01691661 -0.00284380
1.01848351 -0.00589329
1.02005041 -0.00287367
1.02161731 -0.00594744
1.02318420 -0.00291632
1.02475110 -0.00599155
1.02631800 -0.00294075
1.02788490 -0.00599399
1.02945179 -0.00293775
1.03101869 -0.00597421
1.03258559 -0.00289966
1.03415249 -0.00592149
1.03571939 -0.00285508
1.03728628 -0.00587354
1.03885318 -0.00281728
1.04042008 -0.00584618
1.04198698 -0.00280935
1.04355387 -0.00583962
1.04512077 -0.00280685
1.04668767 -0.00581713
1.04825457 -0.00278914
1.04982146 -0.00577872
1.05138836 -0.00275259
1.05295526 -0.00572419
1.05452216 -0.00271732
1.05608906 -0.00569266
1.05765595 -0.00270697
1.05922285 -0.00568709
1.06078975 -0.00271269
1.06235665 -0.00568827
1.06392354 -0.00273303
1.06549044 -0.00568994
1.06705734 -0.00275506
1.06862424 -0.00569590
1.07019114 -0.00276455
1.07175803 -0.00567817
1.07332493 -0.00273356
1.07489183 -0.00562967
1.07645873 -0.00268458
1.07802562 -0.00558830
1.07959252 -0.00266426
1.08115942 -0.00558625
1.08272632 -0.00269274
1.08429321 -0.00560004
1.08586011 -0.00272160
1.08742701 -0.00559535
1.08899391 -0.00270828
1.09056081 -0.00556512
1.09212770 -0.00267353
1.09369460 -0.00553439
1.09526150 -0.00264489
1.09682840 -0.00552076
1.09839529 -0.00262729
1.09996219 -0.00549881
1.10152909 -0.00261096
1.10309599 -0.00546995
1.10466288 -0.00259551
1.10622978 -0.00544459
1.10779668 -0.00258593
1.10936358 -0.00543891
1.11093048 -0.00258482
1.11249737 -0.00543672
1.11406427 -0.00257787
1.11563117 -0.00542919
1.11719807 -0.00256121
1.11876496 -0.00540408
1.12033186 -0.00253930
1.12189876 -0.00537692
1.12346566 -0.00252258
1.12503256 -0.00535958
1.12659945 -0.00251467
1.12816635 -0.00535115
1.12973325 -0.00251031
1.13130015 -0.00534585
1.13286704 -0.00250512
1.13443394 -0.00534137
1.13600084 -0.00250488
1.13756774 -0.00534193
1.13913463 -0.00251251
1.14070153 -0.00534314
1.14226843 -0.00251962
1.14383533 -0.00533984
1.14540223 -0.00251191
1.14696912 -0.00532227
1.14853602 -0.00249085
1.15010292 -0.00529445
1.15166982 -0.00246681
1.15323671 -0.00527459
1.15480361 -0.00245565
1.15637051 -0.00526999
1.15793741 -0.00245740
1.15950430 -0.00527210
1.16107120 -0.00246179
1.16263810 -0.00526839
1.16420500 -0.00245744
1.16577190 -0.00525905
1.16733879 -0.00244538
1.16890569 -0.00523923
1.17047259 -0.00242482
1.17203949 -0.00521832
1.17360638 -0.00240668
1.17517328 -0.00520459
1.17674018 -0.00240157
1.17830708 -0.00520250
1.17987397 -0.00240458
1.18144087 -0.00519889
1.18300777 -0.00240382
1.18457467 -0.00519017
1.18614157 -0.00239570
1.18770846 -0.00517705
1.18927536 -0.00238532
1.19084226 -0.00516563
1.19240916 -0.00237417
1.19397605 -0.00515452
1.19554295 -0.00236569
1.19710985 -0.00514540
1.19867675 -0.00236204
1.20024365 -0.00514091
1.20181054 -0.00235925
1.20337744 -0.00513486
1.20494434 -0.00235572
1.20651124 -0.00512546
1.20807813 -0.00234952
1.20964503 -0.00511851
1.21121193 -0.00234566
1.21277883 -0.00511478
1.21434572 -0.00234251
1.21591262 -0.00510718
1.21747952 -0.00233692
1.21904642 -0.00509858
1.22061332 -0.00233150
1.22218021 -0.00509303
1.22374711 -0.00232941
1.22531401 -0.00508444
1.22688091 -0.00232123
1.22844780 -0.00507167
1.23001470 -0.00230833
1.23158160 -0.00505893
1.23314850 -0.00229965
1.23471539 -0.00504850
1.23628229 -0.00229704
1.23784919 -0.00503954
1.23941609 -0.00229205
1.24098299 -0.00502924
1.24254988 -0.00228283
1.24411678 -0.00501325
1.24568368 -0.00227346
1.24725058 -0.00499844
1.24881747 -0.00226262
1.25038437 -0.00499026
1.25195127 -0.00225309
1.25351817 -0.00498071
1.25508506 -0.00225023
1.25665196 -0.00497424
1.25821886 -0.00225159
1.25978576 -0.00497233
1.26135266 -0.00225311
1.26291955 -0.00496319
1.26448645 -0.00225103
1.26605335 -0.00495335
1.26762025 -0.00224736
1.26918714 -0.00495218
1.27075404 -0.00224801
1.27232094 -0.00494650
1.27388784 -0.00223694
1.27545474 -0.00492434
1.27702163 -0.00220651
1.27858853 -0.00489266
1.28015543 -0.00218513
1.28172233 -0.00487701
1.28328922 -0.00218976
1.28485612 -0.00489074
1.28642302 -0.00220642
1.28798992 -0.00489782
1.28955681 -0.00220558
1.29112371 -0.00488117
1.29269061 -0.00218572
1.29425751 -0.00485426
1.29582441 -0.00216393
1.29739130 -0.00484436
1.29895820 -0.00216055
1.30052510 -0.00484739
1.30209200 -0.00217357
1.30365889 -0.00485786
1.30522579 -0.00218907
1.30679269 -0.00486749
1.30835959 -0.00219430
1.30992648 -0.00485891
1.31149338 -0.00219173
1.31306028 -0.00484181
1.31462718 -0.00216896
1.31619408 -0.00481763
1.31776097 -0.00214423
1.31932787 -0.00479611
1.32089477 -0.00213285
1.32246167 -0.00478948
1.32402856 -0.00213282
1.32559546 -0.00479526
1.32716236 -0.00213305
1.32872926 -0.00478767
1.33029615 -0.00214305
1.33186305 -0.00478619
1.33342995 -0.00214823
1.33499685 -0.00477680
1.33656375 -0.00213372
1.33813064 -0.00475372
1.33969754 -0.00210331
1.34126444 -0.00473995
1.34283134 -0.00210028
1.34439823 -0.00475114
1.34596513 -0.00210789
1.34753203 -0.00475060
1.34909893 -0.00210377
1.35066583 -0.00473459
1.35223272 -0.00209671
1.35379962 -0.00472336
1.35536652 -0.00210165
1.35693342 -0.00472953
1.35850031 -0.00209828
1.36006721 -0.00472823
1.36163411 -0.00207562
1.36320101 -0.00470213
1.36476790 -0.00204909
1.36633480 -0.00467500
1.36790170 -0.00203054
1.36946860 -0.00466347
1.37103550 -0.00203412
1.37260239 -0.00467182
1.37416929 -0.00204975
1.37573619 -0.00468538
1.37730309 -0.00207369
1.37886998 -0.00470930
1.38043688 -0.00208522
1.38200378 -0.00472232
1.38357068 -0.00208964
1.38513757 -0.00472688
1.38670447 -0.00208305
1.38827137 -0.00472462
1.38983827 -0.00207254
1.39140517 -0.00470692
1.39297206 -0.00206104
1.39453896 -0.00468354
1.39610586 -0.00204955
1.39767276 -0.00468201
1.39923965 -0.00204660
1.40080655 -0.00467592
1.40237345 -0.00203108
1.40394035 -0.00465114
1.40550724 -0.00199463
1.40707414 -0.00461157
1.40864104 -0.00196232
1.41020794 -0.00458688
1.41177484 -0.00195997
1.41334173 -0.00458821
1.41490863 -0.00197406
1.41647553 -0.00461489
1.41804243 -0.00200243
1.41960932 -0.00464125
1.42117622 -0.00202306
1.42274312 -0.00466268
1.42431002 -0.00203724
1.42587692 -0.00466618
1.42744381 -0.00204215
1.42901071 -0.00466079
1.43057761 -0.00204037
1.43214451 -0.00465339
1.43371140 -0.00202813
1.43527830 -0.00464043
1.43684520 -0.00201935
1.43841210 -0.00462525
1.43997899 -0.00200368
1.44154589 -0.00461280
1.44311279 -0.00199051
1.44467969 -0.00460526
1.44624659 -0.00198367
1.44781348 -0.00460233
1.44938038 -0.00198208
1.45094728 -0.00460071
1.45251418 -0.00197734
1.45408107 -0.00459253
1.45564797 -0.00197008
1.45721487 -0.00458549
1.45878177 -0.00196542
1.46034866 -0.00458395
1.46191556 -0.00196919
1.46348246 -0.00458604
1.46504936 -0.00197164
1.46661626 -0.00458482
1.46818315 -0.00196506
1.46975005 -0.00457553
1.47131695 -0.00195308
1.47288385 -0.00456322
1.47445074 -0.00194459
1.47601764 -0.00455804
1.47758454 -0.00194096
1.47915144 -0.00455589
1.48071833 -0.00194073
1.48228523 -0.00455402
1.48385213 -0.00194020
1.48541903 -0.00455333
1.48698593 -0.00193865
1.48855282 -0.00455198
1.49011972 -0.00193445
1.49168662 -0.00454519
1.49325352 -0.00192734
1.49482041 -0.00453659
1.49638731 -0.00192022
1.49795421 -0.00453134
1.49952111 -0.00191810
1.50108801 -0.00453122
1.50265490 -0.00191944
1.50422180 -0.00453165
1.50578870 -0.00192003
1.50735560 -0.00452853
1.50892249 -0.00191540
1.51048939 -0.00452117
1.51205629 -0.00190753
1.51362319 -0.00451291
1.51519008 -0.00190083
1.51675698 -0.00450697
1.51832388 -0.00189729
1.51989078 -0.00450400
1.52145768 -0.00189621
1.52302457 -0.00450125
1.52459147 -0.00189378
1.52615837 -0.00449658
1.52772527 -0.00188859
1.52929216 -0.00449067
1.53085906 -0.00188372
1.53242596 -0.00448708
1.53399286 -0.00188168
1.53555975 -0.00448532
1.53712665 -0.00188081
1.53869355 -0.00448310
1.54026045 -0.00187966
1.54182735 -0.00447996
1.54339424 -0.00187783
1.54496114 -0.00447709
1.54652804 -0.00187514
1.54809494 -0.00447352
1.54966183 -0.00187206
1.55122873 -0.00446993
1.55279563 -0.00186885
1.55436253 -0.00446614
1.55592942 -0.00186547
1.55749632 -0.00446204
1.55906322 -0.00186328
1.56063012 -0.00445934
1.56219702 -0.00186300
1.56376391 -0.00445782
1.56533081 -0.00186175
1.56689771 -0.00445453
1.56846461 -0.00185805
1.57003150 -0.00444907
1.57159840 -0.00185414
1.57316530 -0.00444459
1.57473220 -0.00185124
1.57629910 -0.00444145
1.57786599 -0.00184879
1.57943289 -0.00443810
1.58099979 -0.00184564
1.58256669 -0.00443381
1.58413358 -0.00184259
1.58570048 -0.00442944
1.58726738 -0.00183924
1.58883428 -0.00442497
1.59040117 -0.00183575
1.59196807 -0.00442109
1.59353497 -0.00183295
1.59510187 -0.00441848
1.59666877 -0.00183215
1.59823566 -0.00441793
1.59980256 -0.00183165
1.60136946 -0.00441660
1.60293636 -0.00182987
1.60450325 -0.00441243
1.60607015 -0.00182607
1.60763705 -0.00440663
1.60920395 -0.00182103
1.61077084 -0.00440123
1.61233774 -0.00181625
1.61390464 -0.00439683
1.61547154 -0.00181321
1.61703844 -0.00439387
1.61860533 -0.00181161
1.62017223 -0.00439208
1.62173913 -0.00181035
1.62330603 -0.00438933
1.62487292 -0.00180930
1.62643982 -0.00438654
1.62800672 -0.00180808
1.62957362 -0.00438400
1.63114052 -0.00180633
1.63270741 -0.00438063
1.63427431 -0.00180212
1.63584121 -0.00437504
1.63740811 -0.00179668
1.63897500 -0.00436931
1.64054190 -0.00179277
1.64210880 -0.00436541
1.64367570 -0.00179158
1.64524259 -0.00436355
1.64680949 -0.00179094
1.64837639 -0.00436205
1.64994329 -0.00179008
1.65151019 -0.00435979
1.65307708 -0.00178804
1.65464398 -0.00435696
1.65621088 -0.00178520
1.65777778 -0.00435313
1.65934467 -0.00178235
1.66091157 -0.00434958
1.66247847 -0.00178019
1.66404537 -0.00434653
1.66561226 -0.00177773
1.66717916 -0.00434313
1.66874606 -0.00177397
1.67031296 -0.00433876
1.67187986 -0.00177018
1.67344675 -0.00433488
1.67501365 -0.00176853
1.67658055 -0.00433303
1.67814745 -0.00176804
1.67971434 -0.00433156
1.68128124 -0.00176669
1.68284814 -0.00432834
1.68441504 -0.00176387
1.68598193 -0.00432514
1.68754883 -0.00176263
1.68911573 -0.00432348
1.69068263 -0.00176145
1.69224953 -0.00432111
1.69381642 -0.00175871
1.69538332 -0.00431624
1.69695022 -0.00175415
1.69851712 -0.00431118
1.70008401 -0.00175088
1.70165091 -0.00430817
1.70321781 -0.00174841
1.70478471 -0.00430613
1.70635161 -0.00174770
1.70791850 -0.00430454
1.70948540 -0.00174829
1.71105230 -0.00430485
1.71261920 -0.00174931
1.71418609 -0.00430458
1.71575299 -0.00174812
1.71731989 -0.00430157
1.71888679 -0.00174485
1.72045368 -0.00429672
