# Energy(eV)  Abs(norm)
1.05512336 -0.00269386
1.05857148 -0.00473223
1.06201960 -0.00266037
1.06546771 -0.00473787
1.06891583 -0.00265103
1.07236394 -0.00475105
1.07581206 -0.00263308
1.07926017 -0.00472888
1.08270829 -0.00257440
1.08615640 -0.00465275
1.08960452 -0.00250103
1.09305264 -0.00458500
1.09650075 -0.00244247
1.09994887 -0.00455781
1.10339698 -0.00241952
1.10684510 -0.00453755
1.11029321 -0.00240745
1.11374133 -0.00451221
1.11718944 -0.00236882
1.12063756 -0.00446407
1.12408568 -0.00231999
1.12753379 -0.00441124
1.13098191 -0.00227663
1.13443002 -0.00437668
1.13787814 -0.00224695
1.14132625 -0.00435158
1.14477437 -0.00221477
1.14822248 -0.00432286
1.15167060 -0.00218012
1.15511872 -0.00428784
1.15856683 -0.00215016
1.16201495 -0.00426724
1.16546306 -0.00212877
1.16891118 -0.00426239
1.17235929 -0.00211658
1.17580741 -0.00425236
1.17925552 -0.00210259
1.18270364 -0.00422986
1.18615176 -0.00208849
1.18959987 -0.00422099
1.19304799 -0.00207589
1.19649610 -0.00424105
1.19994422 -0.00207082
1.20339233 -0.00425984
1.20684045 -0.00206437
1.21028856 -0.00425782
1.21373668 -0.00201872
1.21718480 -0.00420664
1.22063291 -0.00192802
1.22408103 -0.00412515
1.22752914 -0.00183761
1.23097726 -0.00406068
1.23442537 -0.00179951
1.23787349 -0.00405173
1.24132160 -0.00182165
1.24476972 -0.00410635
1.24821784 -0.00184322
1.25166595 -0.00414860
1.25511407 -0.00182671
1.25856218 -0.00414710
1.26201030 -0.00179521
1.26545841 -0.00413005
1.26890653 -0.00177658
1.27235464 -0.00413945
1.27580276 -0.00179180
1.27925088 -0.00415941
1.28269899 -0.00179490
1.28614711 -0.00413597
1.28959522 -0.00175583
1.29304334 -0.00406761
1.29649145 -0.00166607
1.29993957 -0.00398375
1.30338768 -0.00156666
1.30683580 -0.00392636
1.31028392 -0.00152016
1.31373203 -0.00391389
1.31718015 -0.00154006
1.32062826 -0.00393189
1.32407638 -0.00157068
1.32752449 -0.00394878
1.33097261 -0.00155878
1.33442073 -0.00390320
1.33786884 -0.00153203
1.34131696 -0.00383690
1.34476507 -0.00149122
1.34821319 -0.00379978
1.35166130 -0.00145910
1.35510942 -0.00379759
1.35855753 -0.00143604
1.36200565 -0.00381217
1.36545377 -0.00145102
1.36890188 -0.00382186
1.37235000 -0.00149731
1.37579811 -0.00385824
1.37924623 -0.00151515
1.38269434 -0.00385415
1.38614246 -0.00151143
1.38959057 -0.00380735
1.39303869 -0.00147085
1.39648681 -0.00374414
1.39993492 -0.00141971
1.40338304 -0.00372650
1.40683115 -0.00138567
1.41027927 -0.00373309
1.41372738 -0.00139437
1.41717550 -0.00373978
1.42062361 -0.00141867
1.42407173 -0.00374883
1.42751985 -0.00142591
1.43096796 -0.00373531
1.43441608 -0.00141414
1.43786419 -0.00371797
1.44131231 -0.00138744
1.44476042 -0.00368770
1.44820854 -0.00136887
1.45165665 -0.00367517
1.45510477 -0.00134749
1.45855289 -0.00366751
1.46200100 -0.00134054
1.46544912 -0.00365585
1.46889723 -0.00133782
1.47234535 -0.00364651
1.47579346 -0.00133584
1.47924158 -0.00363815
1.48268969 -0.00133132
1.48613781 -0.00362670
1.48958593 -0.00132197
1.49303404 -0.00361184
1.49648216 -0.00131030
1.49993027 -0.00359787
1.50337839 -0.00130078
1.50682650 -0.00358972
1.51027462 -0.00129475
1.51372273 -0.00358455
1.51717085 -0.00129032
1.52061897 -0.00357545
1.52406708 -0.00128243
1.52751520 -0.00356345
1.53096331 -0.00127046
1.53441143 -0.00354935
1.53785954 -0.00125971
1.54130766 -0.00353738
1.54475577 -0.00125147
1.54820389 -0.00352853
1.55165201 -0.00124470
1.55510012 -0.00351983
1.55854824 -0.00123805
1.56199635 -0.00351193
1.56544447 -0.00123242
1.56889258 -0.00350453
1.57234070 -0.00122623
1.57578881 -0.00349631
1.57923693 -0.00121771
1.58268505 -0.00348670
1.58613316 -0.00120799
1.58958128 -0.00347447
1.59302939 -0.00120014
1.59647751 -0.00346261
1.59992562 -0.00119423
1.60337374 -0.00345367
1.60682185 -0.00118604
1.61026997 -0.00344312
1.61371809 -0.00117648
1.61716620 -0.00343314
1.62061432 -0.00116753
1.62406243 -0.00342383
1.62751055 -0.00116109
1.63095866 -0.00341711
1.63440678 -0.00115357
1.63785490 -0.00340575
1.64130301 -0.00114411
1.64475113 -0.00339075
1.64819924 -0.00113431
1.65164736 -0.00337694
1.65509547 -0.00112739
1.65854359 -0.00337069
1.66199170 -0.00112373
1.66543982 -0.00336574
1.66888794 -0.00111734
1.67233605 -0.00335869
1.67578417 -0.00111036
1.67923228 -0.00335120
1.68268040 -0.00110291
1.68612851 -0.00334580
1.68957663 -0.00110094
1.69302474 -0.00334321
1.69647286 -0.00109830
1.69992098 -0.00333835
1.70336909 -0.00109430
1.70681721 -0.00333229
1.71026532 -0.00108787
1.71371344 -0.00332471
1.71716155 -0.00108364
1.72060967 -0.00332116
1.72405778 -0.00108177
1.72750590 -0.00331942
1.73095402 -0.00108030
1.73440213 -0.00331853
1.73785025 -0.00107610
1.74129836 -0.00331199
1.74474648 -0.00106499
1.74819459 -0.00330198
1.75164271 -0.00105215
1.75509082 -0.00329177
1.75853894 -0.00104268
1.76198706 -0.00328463
1.76543517 -0.00104000
1.76888329 -0.00328380
1.77233140 -0.00104250
1.77577952 -0.00328070
1.77922763 -0.00104336
1.78267575 -0.00327610
1.78612386 -0.00103534
1.78957198 -0.00326541
1.79302010 -0.00102167
1.79646821 -0.00325082
1.79991633 -0.00100719
1.80336444 -0.00324133
1.80681256 -0.00099959
1.81026067 -0.00323414
1.81370879 -0.00099859
1.81715690 -0.00323483
1.82060502 -0.00099805
1.82405314 -0.00322932
1.82750125 -0.00099630
1.83094937 -0.00322064
1.83439748 -0.00098616
1.83784560 -0.00321034
1.84129371 -0.00097523
1.84474183 -0.00320106
1.84818994 -0.00096921
1.85163806 -0.00319764
1.85508618 -0.00096807
1.85853429 -0.00319533
1.86198241 -0.00096946
1.86543052 -0.00319360
1.86887864 -0.00096624
1.87232675 -0.00318854
1.87577487 -0.00096097
1.87922298 -0.00318333
1.88267110 -0.00095428
1.88611922 -0.00317800
1.88956733 -0.00095037
1.89301545 -0.00317503
1.89646356 -0.00094626
1.89991168 -0.00317096
1.90335979 -0.00094341
1.90680791 -0.00316570
1.91025603 -0.00093926
1.91370414 -0.00316030
1.91715226 -0.00093505
1.92060037 -0.00315522
1.92404849 -0.00093115
1.92749660 -0.00315155
1.93094472 -0.00092672
1.93439283 -0.00314616
1.93784095 -0.00092192
1.94128907 -0.00313978
1.94473718 -0.00091515
1.94818530 -0.00313265
1.95163341 -0.00090872
1.95508153 -0.00312656
1.95852964 -0.00090439
1.96197776 -0.00312270
1.96542587 -0.00090113
1.96887399 -0.00311894
1.97232211 -0.00089861
1.97577022 -0.00311494
1.97921834 -0.00089525
1.98266645 -0.00311130
1.98611457 -0.00089294
1.98956268 -0.00310837
1.99301080 -0.00089062
1.99645891 -0.00310556
1.99990703 -0.00088710
2.00335515 -0.00310103
2.00680326 -0.00088253
2.01025138 -0.00309518
2.01369949 -0.00087813
2.01714761 -0.00309048
2.02059572 -0.00087518
2.02404384 -0.00308658
2.02749195 -0.00087289
2.03094007 -0.00308408
2.03438819 -0.00086926
2.03783630 -0.00307967
2.04128442 -0.00086452
2.04473253 -0.00307393
2.04818065 -0.00085847
2.05162876 -0.00306721
2.05507688 -0.00085283
2.05852499 -0.00306104
2.06197311 -0.00084866
2.06542123 -0.00305627
2.06886934 -0.00084601
2.07231746 -0.00305290
2.07576557 -0.00084459
2.07921369 -0.00305086
2.08266180 -0.00084263
2.08610992 -0.00304949
2.08955803 -0.00084144
2.09300615 -0.00304805
2.09645427 -0.00083985
2.09990238 -0.00304575
2.10335050 -0.00083785
2.10679861 -0.00304170
2.11024673 -0.00083408
2.11369484 -0.00303573
2.11714296 -0.00082896
2.12059107 -0.00302907
2.12403919 -0.00082321
2.12748731 -0.00302261
2.13093542 -0.00081712
2.13438354 -0.00301666
2.13783165 -0.00081182
2.14127977 -0.00301131
2.14472788 -0.00080773
2.14817600 -0.00300799
2.15162411 -0.00080606
2.15507223 -0.00300575
2.15852035 -0.00080503
2.16196846 -0.00300337
2.16541658 -0.00080295
2.16886469 -0.00300004
2.17231281 -0.00079973
2.17576092 -0.00299601
2.17920904 -0.00079675
2.18265715 -0.00299324
2.18610527 -0.00079514
2.18955339 -0.00299085
2.19300150 -0.00079362
2.19644962 -0.00298809
2.19989773 -0.00079124
2.20334585 -0.00298440
2.20679396 -0.00078758
2.21024208 -0.00297995
2.21369020 -0.00078347
2.21713831 -0.00297609
2.22058643 -0.00077944
2.22403454 -0.00297260
2.22748266 -0.00077696
2.23093077 -0.00296971
2.23437889 -0.00077525
2.23782700 -0.00296717
2.24127512 -0.00077338
2.24472324 -0.00296409
2.24817135 -0.00077085
2.25161947 -0.00296058
2.25506758 -0.00076735
2.25851570 -0.00295674
2.26196381 -0.00076440
2.26541193 -0.00295408
2.26886004 -0.00076171
2.27230816 -0.00295173
2.27575628 -0.00075950
2.27920439 -0.00294880
2.28265251 -0.00075727
2.28610062 -0.00294454
2.28954874 -0.00075392
2.29299685 -0.00293952
2.29644497 -0.00074950
2.29989308 -0.00293431
2.30334120 -0.00074538
2.30678932 -0.00292979
2.31023743 -0.00074210
2.31368555 -0.00292713
2.31713366 -0.00074017
2.32058178 -0.00292529
2.32402989 -0.00073947
2.32747801 -0.00292343
2.33092612 -0.00073861
2.33437424 -0.00292105
2.33782236 -0.00073740
2.34127047 -0.00291802
2.34471859 -0.00073543
2.34816670 -0.00291540
2.35161482 -0.00073343
2.35506293 -0.00291276
2.35851105 -0.00073155
2.36195916 -0.00291054
2.36540728 -0.00072918
2.36885540 -0.00290770
2.37230351 -0.00072637
2.37575163 -0.00290379
2.37919974 -0.00072391
2.38264786 -0.00290012
2.38609597 -0.00072152
2.38954409 -0.00289706
2.39299220 -0.00071921
2.39644032 -0.00289376
2.39988844 -0.00071577
2.40333655 -0.00288960
2.40678467 -0.00071217
2.41023278 -0.00288556
2.41368090 -0.00070956
2.41712901 -0.00288282
2.42057713 -0.00070830
2.42402524 -0.00288098
2.42747336 -0.00070730
2.43092148 -0.00287866
2.43436959 -0.00070529
2.43781771 -0.00287527
2.44126582 -0.00070260
2.44471394 -0.00287192
2.44816205 -0.00069986
2.45161017 -0.00286893
2.45505828 -0.00069814
2.45850640 -0.00286661
2.46195452 -0.00069743
2.46540263 -0.00286529
2.46885075 -0.00069738
2.47229886 -0.00286376
2.47574698 -0.00069699
2.47919509 -0.00286201
2.48264321 -0.00069540
2.48609132 -0.00285846
2.48953944 -0.00069291
2.49298756 -0.00285435
2.49643567 -0.00068956
2.49988379 -0.00285007
2.50333190 -0.00068678
2.50678002 -0.00284584
2.51022813 -0.00068439
2.51367625 -0.00284292
2.51712437 -0.00068261
2.52057248 -0.00284032
2.52402060 -0.00068117
2.52746871 -0.00283750
2.53091683 -0.00067936
2.53436494 -0.00283349
2.53781306 -0.00067619
2.54126117 -0.00282885
2.54470929 -0.00067265
2.54815741 -0.00282514
2.55160552 -0.00067041
2.55505364 -0.00282234
2.55850175 -0.00066977
2.56194987 -0.00282118
2.56539798 -0.00066904
2.56884610 -0.00281943
2.57229421 -0.00066831
2.57574233 -0.00281707
2.57919045 -0.00066717
2.58263856 -0.00281433
2.58608668 -0.00066518
2.58953479 -0.00281201
2.59298291 -0.00066311
2.59643102 -0.00280966
2.59987914 -0.00066167
2.60332725 -0.00280857
2.60677537 -0.00066113
2.61022349 -0.00280783
2.61367160 -0.00066071
2.61711972 -0.00280618
2.62056783 -0.00065955
2.62401595 -0.00280307
2.62746406 -0.00065714
2.63091218 -0.00279921
2.63436029 -0.00065395
2.63780841 -0.00279590
2.64125653 -0.00065050
2.64470464 -0.00279220
2.64815276 -0.00064848
2.65160087 -0.00278976
2.65504899 -0.00064651
2.65849710 -0.00278747
2.66194522 -0.00064529
2.66539333 -0.00278444
2.66884145 -0.00064327
2.67228957 -0.00278124
2.67573768 -0.00064085
2.67918580 -0.00277821
2.68263391 -0.00063931
2.68608203 -0.00277655
2.68953014 -0.00063832
2.69297826 -0.00277524
2.69642637 -0.00063797
2.69987449 -0.00277378
2.70332261 -0.00063703
2.70677072 -0.00277189
2.71021884 -0.00063587
2.71366695 -0.00276911
2.71711507 -0.00063404
2.72056318 -0.00276607
2.72401130 -0.00063228
2.72745941 -0.00276318
2.73090753 -0.00063104
2.73435565 -0.00276103
2.73780376 -0.00062995
2.74125188 -0.00275901
2.74469999 -0.00062803
2.74814811 -0.00275577
2.75159622 -0.00062517
2.75504434 -0.00275207
2.75849245 -0.00062249
2.76194057 -0.00274939
2.76538869 -0.00062093
2.76883680 -0.00274793
2.77228492 -0.00062089
2.77573303 -0.00274686
2.77918115 -0.00062074
2.78262926 -0.00274467
2.78607738 -0.00061963
2.78952549 -0.00274178
2.79297361 -0.00061701
2.79642173 -0.00273799
2.79986984 -0.00061416
2.80331796 -0.00273429
2.80676607 -0.00061188
2.81021419 -0.00273221
2.81366230 -0.00061098
2.81711042 -0.00273140
2.82055854 -0.00061180
2.82400665 -0.00273204
2.82745477 -0.00061266
2.83090288 -0.00273102
2.83435100 -0.00061255
2.83779911 -0.00272776
2.84124723 -0.00060934
2.84469534 -0.00272300
2.84814346 -0.00060539
2.85159158 -0.00271836
2.85503969 -0.00060262
2.85848781 -0.00271609
2.86193592 -0.00060138
2.86538404 -0.00271419
2.86883215 -0.00060101
2.87228027 -0.00271200
2.87572838 -0.00059973
2.87917650 -0.00270859
2.88262462 -0.00059801
2.88607273 -0.00270562
2.88952085 -0.00059636
2.89296896 -0.00270304
2.89641708 -0.00059497
2.89986519 -0.00270058
2.90331331 -0.00059333
2.90676142 -0.00269771
2.91020954 -0.00059119
2.91365766 -0.00269454
2.91710577 -0.00058900
2.92055389 -0.00269142
2.92400200 -0.00058769
2.92745012 -0.00268900
2.93089823 -0.00058721
2.93434635 -0.00268804
2.93779446 -0.00058776
2.94124258 -0.00268816
2.94469070 -0.00058957
2.94813881 -0.00268865
2.95158693 -0.00059060
2.95503504 -0.00268760
2.95848316 -0.00058993
2.96193127 -0.00268437
2.96537939 -0.00058671
2.96882750 -0.00267961
2.97227562 -0.00058299
2.97572374 -0.00267507
2.97917185 -0.00057990
2.98261997 -0.00267159
2.98606808 -0.00057805
2.98951620 -0.00266869
2.99296431 -0.00057653
2.99641243 -0.00266644
2.99986054 -0.00057520
3.00330866 -0.00266444
3.00675678 -0.00057417
3.01020489 -0.00266299
3.01365301 -0.00057365
3.01710112 -0.00266153
3.02054924 -0.00057352
3.02399735 -0.00265990
3.02744547 -0.00057284
3.03089358 -0.00265747
3.03434170 -0.00057120
3.03778982 -0.00265368
3.04123793 -0.00056838
3.04468605 -0.00264937
3.04813416 -0.00056510
3.05158228 -0.00264568
3.05503039 -0.00056237
3.05847851 -0.00264324
3.06192662 -0.00056076
3.06537474 -0.00264081
3.06882286 -0.00056004
3.07227097 -0.00263873
3.07571909 -0.00055963
3.07916720 -0.00263688
3.08261532 -0.00055944
3.08606343 -0.00263541
3.08951155 -0.00055900
3.09295967 -0.00263316
3.09640778 -0.00055744
3.09985590 -0.00262984
3.10330401 -0.00055530
3.10675213 -0.00262681
3.11020024 -0.00055392
3.11364836 -0.00262479
3.11709647 -0.00055425
3.12054459 -0.00262384
3.12399271 -0.00055520
3.12744082 -0.00262222
3.13088894 -0.00055528
3.13433705 -0.00262008
3.13778517 -0.00055381
3.14123328 -0.00261741
3.14468140 -0.00055161
3.14812951 -0.00261470
3.15157763 -0.00054989
3.15502575 -0.00261207
3.15847386 -0.00054911
3.16192198 -0.00261019
3.16537009 -0.00054896
3.16881821 -0.00260861
3.17226632 -0.00054873
3.17571444 -0.00260606
3.17916255 -0.00054719
3.18261067 -0.00260258
3.18605879 -0.00054536
3.18950690 -0.00259911
3.19295502 -0.00054383
3.19640313 -0.00259731
3.19985125 -0.00054331
3.20329936 -0.00259611
3.20674748 -0.00054324
3.21019559 -0.00259440
3.21364371 -0.00054241
3.21709183 -0.00259125
3.22053994 -0.00054097
3.22398806 -0.00258800
3.22743617 -0.00053844
3.23088429 -0.00258520
3.23433240 -0.00053736
3.23778052 -0.00258295
3.24122863 -0.00053732
3.24467675 -0.00258177
3.24812487 -0.00053764
3.25157298 -0.00258093
3.25502110 -0.00053814
3.25846921 -0.00258001
3.26191733 -0.00053821
3.26536544 -0.00257780
3.26881356 -0.00053858
3.27226167 -0.00257557
3.27570979 -0.00053675
3.27915791 -0.00257289
3.28260602 -0.00053487
3.28605414 -0.00256987
3.28950225 -0.00053304
3.29295037 -0.00256679
3.29639848 -0.00053175
3.29984660 -0.00256398
3.30329471 -0.00053050
3.30674283 -0.00256096
3.31019095 -0.00052896
3.31363906 -0.00255771
3.31708718 -0.00052789
3.32053529 -0.00255479
3.32398341 -0.00052633
3.32743152 -0.00255207
3.33087964 -0.00052509
3.33432775 -0.00254968
3.33777587 -0.00052370
3.34122399 -0.00254730
3.34467210 -0.00052363
3.34812022 -0.00254580
3.35156833 -0.00052372
3.35501645 -0.00254447
3.35846456 -0.00052378
3.36191268 -0.00254233
3.36536079 -0.00052282
3.36880891 -0.00253989
3.37225703 -0.00052085
3.37570514 -0.00253646
3.37915326 -0.00051931
3.38260137 -0.00253340
3.38604949 -0.00051724
3.38949760 -0.00253034
3.39294572 -0.00051573
3.39639384 -0.00252745
3.39984195 -0.00051425
3.40329007 -0.00252538
3.40673818 -0.00051294
3.41018630 -0.00252350
3.41363441 -0.00051265
3.41708253 -0.00252205
3.42053064 -0.00051297
3.42397876 -0.00252070
3.42742688 -0.00051328
3.43087499 -0.00251932
3.43432311 -0.00051281
3.43777122 -0.00251760
3.44121934 -0.00051183
3.44466745 -0.00251491
3.44811557 -0.00051080
3.45156368 -0.00251235
3.45501180 -0.00050862
3.45845992 -0.00250936
3.46190803 -0.00050634
3.46535615 -0.00250603
3.46880426 -0.00050479
3.47225238 -0.00250327
3.47570049 -0.00050454
3.47914861 -0.00250224
3.48259672 -0.00050498
3.48604484 -0.00250192
3.48949296 -0.00050485
3.49294107 -0.00250018
3.49638919 -0.00050458
3.49983730 -0.00249760
3.50328542 -0.00050262
3.50673353 -0.00249462
3.51018165 -0.00050095
3.51362976 -0.00249145
3.51707788 -0.00049912
3.52052600 -0.00248791
3.52397411 -0.00049771
3.52742223 -0.00248461
3.53087034 -0.00049722
3.53431846 -0.00248319
3.53776657 -0.00049639
3.54121469 -0.00248220
3.54466280 -0.00049635
3.54811092 -0.00247981
3.55155904 -0.00049548
3.55500715 -0.00247630
3.55845527 -0.00049359
3.56190338 -0.00247247
3.56535150 -0.00049197
3.56879961 -0.00246962
3.57224773 -0.00049137
3.57569584 -0.00246700
3.57914396 -0.00049243
3.58259208 -0.00246573
3.58604019 -0.00049302
3.58948831 -0.00246492
3.59293642 -0.00049281
3.59638454 -0.00246329
3.59983265 -0.00049215
3.60328077 -0.00245963
3.60672888 -0.00049065
3.61017700 -0.00245537
3.61362512 -0.00048854
3.61707323 -0.00245179
3.62052135 -0.00048684
3.62396946 -0.00244956
3.62741758 -0.00048720
3.63086569 -0.00244840
3.63431381 -0.00048809
3.63776192 -0.00244719
3.64121004 -0.00048807
3.64465816 -0.00244534
3.64810627 -0.00048648
3.65155439 -0.00244259
3.65500250 -0.00048557
3.65845062 -0.00243981
3.66189873 -0.00048531
3.66534685 -0.00243711
3.66879496 -0.00048432
3.67224308 -0.00243445
3.67569120 -0.00048207
3.67913931 -0.00243103
3.68258743 -0.00048069
3.68603554 -0.00242832
3.68948366 -0.00048024
3.69293177 -0.00242656
3.69637989 -0.00048034
3.69982801 -0.00242478
3.70327612 -0.00047968
3.70672424 -0.00242219
3.71017235 -0.00047870
3.71362047 -0.00241900
3.71706858 -0.00047803
3.72051670 -0.00241651
3.72396481 -0.00047692
3.72741293 -0.00241391
3.73086105 -0.00047611
3.73430916 -0.00241114
3.73775728 -0.00047503
3.74120539 -0.00240903
3.74465351 -0.00047484
